date_month,localizacao
2024-03-11,"MIRANDA, MATO GROSSO DO SUL"
2024-03-11,"AQUIDAUANA, MATO GROSSO DO SUL"
2024-03-11,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-03-29,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-01-13,"MIRANDA, MATO GROSSO DO SUL"
2024-01-29,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-03-19,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-01-10,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-03-17,"MIRANDA, MATO GROSSO DO SUL"
2024-01-01,"CÁCERES, MATO GROSSO"
2024-01-07,"SANTO ANTÔNIO DO LEVERGER, MATO GROSSO"
2024-01-24,"CÁCERES, MATO GROSSO"
2024-01-04,"POCONÉ, MATO GROSSO"
2024-01-06,"ITIQUIRA, MATO GROSSO"
2024-01-10,"NOSSA SENHORA DO LIVRAMENTO, MATO GROSSO"
2024-01-20,"NOSSA SENHORA DO LIVRAMENTO, MATO GROSSO"
2024-02-02,"LADÁRIO, MATO GROSSO DO SUL"
2024-02-04,"POCONÉ, MATO GROSSO"
2024-02-05,"PORTO MURTINHO, MATO GROSSO DO SUL"
2024-02-09,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-02-10,"CORUMBÁ, MATO GROSSO DO SUL"
2024-02-11,"POCONÉ, MATO GROSSO"
2024-02-11,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-02-17,"AQUIDAUANA, MATO GROSSO DO SUL"
2024-02-29,"AQUIDAUANA, MATO GROSSO DO SUL"
2024-03-06,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-03-07,"SANTO ANTÔNIO DO LEVERGER, MATO GROSSO"
2024-03-09,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-03-09,"SANTO ANTÔNIO DO LEVERGER, MATO GROSSO"
2024-03-29,"ITIQUIRA, MATO GROSSO"
2024-03-01,"AQUIDAUANA, MATO GROSSO DO SUL"
2024-03-05,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-03-12,"AQUIDAUANA, MATO GROSSO DO SUL"
2024-01-01,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-01,"BOA VISTA, RORAIMA"
2024-01-01,"NORMANDIA, RORAIMA"
2024-01-01,"CANTÁ, RORAIMA"
2024-01-01,"PACARAIMA, RORAIMA"
2024-01-01,"CARACARAÍ, RORAIMA"
2024-01-01,"RORAINÓPOLIS, RORAIMA"
2024-01-01,"IRACEMA, RORAIMA"
2024-01-01,"AMAJARI, RORAIMA"
2024-01-01,"URUARÁ, PARÁ"
2024-01-01,"ÓBIDOS, PARÁ"
2024-01-01,"JURUTI, PARÁ"
2024-01-01,"MEDICILÂNDIA, PARÁ"
2024-01-01,"MARABÁ, PARÁ"
2024-01-01,"ITUPIRANGA, PARÁ"
2024-01-01,"MOJUÍ DOS CAMPOS, PARÁ"
2024-01-01,"ALENQUER, PARÁ"
2024-01-01,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-01-01,"NOVA MARINGÁ, MATO GROSSO"
2024-01-02,"BOA VISTA, RORAIMA"
2024-01-02,"NORMANDIA, RORAIMA"
2024-01-02,"BONFIM, RORAIMA"
2024-01-02,"CANTÁ, RORAIMA"
2024-01-02,"UIRAMUTÃ, RORAIMA"
2024-01-02,"PACARAIMA, RORAIMA"
2024-01-02,"CARACARAÍ, RORAIMA"
2024-01-02,"RORAINÓPOLIS, RORAIMA"
2024-01-02,"AMAJARI, RORAIMA"
2024-01-02,"ALTO ALEGRE, RORAIMA"
2024-01-02,"MUCAJAÍ, RORAIMA"
2024-01-02,"ALMEIRIM, PARÁ"
2024-01-02,"PORTO DE MOZ, PARÁ"
2024-01-02,"MEDICILÂNDIA, PARÁ"
2024-01-02,"PRAINHA, PARÁ"
2024-01-02,"BRASNORTE, MATO GROSSO"
2024-01-03,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-03,"NOVO ARIPUANÃ, AMAZONAS"
2024-01-03,"BARCELOS, AMAZONAS"
2024-01-03,"MANACAPURU, AMAZONAS"
2024-01-03,"BOA VISTA, RORAIMA"
2024-01-03,"NORMANDIA, RORAIMA"
2024-01-03,"BONFIM, RORAIMA"
2024-01-03,"CANTÁ, RORAIMA"
2024-01-03,"UIRAMUTÃ, RORAIMA"
2024-01-03,"PACARAIMA, RORAIMA"
2024-01-03,"CARACARAÍ, RORAIMA"
2024-01-03,"RORAINÓPOLIS, RORAIMA"
2024-01-03,"SÃO JOÃO DA BALIZA, RORAIMA"
2024-01-03,"AMAJARI, RORAIMA"
2024-01-03,"MUCAJAÍ, RORAIMA"
2024-01-03,"ORIXIMINÁ, PARÁ"
2024-01-03,"BRASIL NOVO, PARÁ"
2024-01-03,"ALMEIRIM, PARÁ"
2024-01-03,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-03,"MOJU, PARÁ"
2024-01-03,"MEDICILÂNDIA, PARÁ"
2024-01-03,"PACAJÁ, PARÁ"
2024-01-03,"AMAPÁ, AMAPÁ"
2024-01-03,"BACURITUBA, MARANHÃO"
2024-01-03,"SANTA HELENA, MARANHÃO"
2024-01-03,"MARACAÇUMÉ, MARANHÃO"
2024-01-03,"SÃO VICENTE FERRER, MARANHÃO"
2024-01-04,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-04,"MANAQUIRI, AMAZONAS"
2024-01-04,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-04,"FONTE BOA, AMAZONAS"
2024-01-04,"CAREIRO, AMAZONAS"
2024-01-04,"TEFÉ, AMAZONAS"
2024-01-04,"ITACOATIARA, AMAZONAS"
2024-01-04,"BARCELOS, AMAZONAS"
2024-01-04,"MANACAPURU, AMAZONAS"
2024-01-04,"PRESIDENTE FIGUEIREDO, AMAZONAS"
2024-01-04,"BOA VISTA, RORAIMA"
2024-01-04,"NORMANDIA, RORAIMA"
2024-01-04,"BONFIM, RORAIMA"
2024-01-04,"CANTÁ, RORAIMA"
2024-01-04,"UIRAMUTÃ, RORAIMA"
2024-01-04,"PACARAIMA, RORAIMA"
2024-01-04,"CARACARAÍ, RORAIMA"
2024-01-04,"RORAINÓPOLIS, RORAIMA"
2024-01-04,"CAROEBE, RORAIMA"
2024-01-04,"IRACEMA, RORAIMA"
2024-01-04,"AMAJARI, RORAIMA"
2024-01-04,"ALTO ALEGRE, RORAIMA"
2024-01-04,"MUCAJAÍ, RORAIMA"
2024-01-04,"BAIÃO, PARÁ"
2024-01-04,"ORIXIMINÁ, PARÁ"
2024-01-04,"MONTE ALEGRE, PARÁ"
2024-01-04,"NOVO REPARTIMENTO, PARÁ"
2024-01-04,"ÓBIDOS, PARÁ"
2024-01-04,"PORTO DE MOZ, PARÁ"
2024-01-04,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-04,"JURUTI, PARÁ"
2024-01-04,"ALTAMIRA, PARÁ"
2024-01-04,"ANAPU, PARÁ"
2024-01-04,"MEDICILÂNDIA, PARÁ"
2024-01-04,"PACAJÁ, PARÁ"
2024-01-04,"PRAINHA, PARÁ"
2024-01-04,"IPIXUNA DO PARÁ, PARÁ"
2024-01-04,"ALENQUER, PARÁ"
2024-01-04,"SANTARÉM, PARÁ"
2024-01-04,"AMAPÁ DO MARANHÃO, MARANHÃO"
2024-01-04,"CÂNDIDO MENDES, MARANHÃO"
2024-01-04,"SANTA HELENA, MARANHÃO"
2024-01-04,"TURIAÇU, MARANHÃO"
2024-01-05,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-05,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-05,"BARCELOS, AMAZONAS"
2024-01-05,"SÃO LUIZ, RORAIMA"
2024-01-05,"BOA VISTA, RORAIMA"
2024-01-05,"NORMANDIA, RORAIMA"
2024-01-05,"BONFIM, RORAIMA"
2024-01-05,"CANTÁ, RORAIMA"
2024-01-05,"UIRAMUTÃ, RORAIMA"
2024-01-05,"PACARAIMA, RORAIMA"
2024-01-05,"CARACARAÍ, RORAIMA"
2024-01-05,"CAROEBE, RORAIMA"
2024-01-05,"IRACEMA, RORAIMA"
2024-01-05,"AMAJARI, RORAIMA"
2024-01-05,"ALTO ALEGRE, RORAIMA"
2024-01-05,"PORTEL, PARÁ"
2024-01-05,"BAIÃO, PARÁ"
2024-01-05,"MONTE ALEGRE, PARÁ"
2024-01-05,"NOVO REPARTIMENTO, PARÁ"
2024-01-05,"BREU BRANCO, PARÁ"
2024-01-05,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-05,"ANAPU, PARÁ"
2024-01-05,"PACAJÁ, PARÁ"
2024-01-05,"PRAINHA, PARÁ"
2024-01-05,"DOM ELISEU, PARÁ"
2024-01-05,"SENADOR JOSÉ PORFÍRIO, PARÁ"
2024-01-05,"PARAGOMINAS, PARÁ"
2024-01-05,"IPIXUNA DO PARÁ, PARÁ"
2024-01-05,"BOM JESUS DAS SELVAS, MARANHÃO"
2024-01-05,"CÂNDIDO MENDES, MARANHÃO"
2024-01-05,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-05,"AÇAILÂNDIA, MARANHÃO"
2024-01-05,"SANTA HELENA, MARANHÃO"
2024-01-05,"TURIAÇU, MARANHÃO"
2024-01-05,"TURILÂNDIA, MARANHÃO"
2024-01-05,"ALCÂNTARA, MARANHÃO"
2024-01-06,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-06,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-06,"BARCELOS, AMAZONAS"
2024-01-06,"BOA VISTA, RORAIMA"
2024-01-06,"NORMANDIA, RORAIMA"
2024-01-06,"BONFIM, RORAIMA"
2024-01-06,"CANTÁ, RORAIMA"
2024-01-06,"UIRAMUTÃ, RORAIMA"
2024-01-06,"PACARAIMA, RORAIMA"
2024-01-06,"CARACARAÍ, RORAIMA"
2024-01-06,"RORAINÓPOLIS, RORAIMA"
2024-01-06,"IRACEMA, RORAIMA"
2024-01-06,"AMAJARI, RORAIMA"
2024-01-06,"MUCAJAÍ, RORAIMA"
2024-01-06,"BAIÃO, PARÁ"
2024-01-06,"BREU BRANCO, PARÁ"
2024-01-06,"MOJU, PARÁ"
2024-01-06,"IPIXUNA DO PARÁ, PARÁ"
2024-01-06,"BOM JESUS DAS SELVAS, MARANHÃO"
2024-01-06,"BOM JARDIM, MARANHÃO"
2024-01-06,"PONTES E LACERDA, MATO GROSSO"
2024-01-06,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-01-06,"COMODORO, MATO GROSSO"
2024-01-07,"CRUZEIRO DO SUL, ACRE"
2024-01-07,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-07,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-07,"ALVARÃES, AMAZONAS"
2024-01-07,"BORBA, AMAZONAS"
2024-01-07,"TEFÉ, AMAZONAS"
2024-01-07,"BERURI, AMAZONAS"
2024-01-07,"BARCELOS, AMAZONAS"
2024-01-07,"BOA VISTA, RORAIMA"
2024-01-07,"NORMANDIA, RORAIMA"
2024-01-07,"CANTÁ, RORAIMA"
2024-01-07,"UIRAMUTÃ, RORAIMA"
2024-01-07,"PACARAIMA, RORAIMA"
2024-01-07,"CARACARAÍ, RORAIMA"
2024-01-07,"RORAINÓPOLIS, RORAIMA"
2024-01-07,"SÃO JOÃO DA BALIZA, RORAIMA"
2024-01-07,"IRACEMA, RORAIMA"
2024-01-07,"AMAJARI, RORAIMA"
2024-01-07,"ALTO ALEGRE, RORAIMA"
2024-01-07,"MUCAJAÍ, RORAIMA"
2024-01-07,"MONTE ALEGRE, PARÁ"
2024-01-07,"ANAPU, PARÁ"
2024-01-07,"PACAJÁ, PARÁ"
2024-01-07,"ARAGUAÍNA, TOCANTINS"
2024-01-07,"BOM JARDIM, MARANHÃO"
2024-01-07,"PONTES E LACERDA, MATO GROSSO"
2024-01-07,"ARIPUANÃ, MATO GROSSO"
2024-01-07,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-01-07,"CANARANA, MATO GROSSO"
2024-01-07,"COMODORO, MATO GROSSO"
2024-01-08,"MACHADINHO D'OESTE, RONDÔNIA"
2024-01-08,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-08,"NOVO ARIPUANÃ, AMAZONAS"
2024-01-08,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-08,"BORBA, AMAZONAS"
2024-01-08,"AUTAZES, AMAZONAS"
2024-01-08,"SÃO PAULO DE OLIVENÇA, AMAZONAS"
2024-01-08,"CAREIRO, AMAZONAS"
2024-01-08,"TEFÉ, AMAZONAS"
2024-01-08,"ITACOATIARA, AMAZONAS"
2024-01-08,"CAREIRO DA VÁRZEA, AMAZONAS"
2024-01-08,"APUÍ, AMAZONAS"
2024-01-08,"UARINI, AMAZONAS"
2024-01-08,"PRESIDENTE FIGUEIREDO, AMAZONAS"
2024-01-08,"SÃO LUIZ, RORAIMA"
2024-01-08,"BOA VISTA, RORAIMA"
2024-01-08,"NORMANDIA, RORAIMA"
2024-01-08,"BONFIM, RORAIMA"
2024-01-08,"CANTÁ, RORAIMA"
2024-01-08,"UIRAMUTÃ, RORAIMA"
2024-01-08,"PACARAIMA, RORAIMA"
2024-01-08,"CARACARAÍ, RORAIMA"
2024-01-08,"RORAINÓPOLIS, RORAIMA"
2024-01-08,"CAROEBE, RORAIMA"
2024-01-08,"IRACEMA, RORAIMA"
2024-01-08,"AMAJARI, RORAIMA"
2024-01-08,"ALTO ALEGRE, RORAIMA"
2024-01-08,"MUCAJAÍ, RORAIMA"
2024-01-08,"MONTE ALEGRE, PARÁ"
2024-01-08,"ÓBIDOS, PARÁ"
2024-01-08,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-08,"MOJU, PARÁ"
2024-01-08,"NOVA LACERDA, MATO GROSSO"
2024-01-08,"PONTES E LACERDA, MATO GROSSO"
2024-01-08,"BRASNORTE, MATO GROSSO"
2024-01-08,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-01-08,"BARRA DO BUGRES, MATO GROSSO"
2024-01-08,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-01-08,"NOVA MARINGÁ, MATO GROSSO"
2024-01-08,"COMODORO, MATO GROSSO"
2024-01-08,"JUARA, MATO GROSSO"
2024-01-09,"COSTA MARQUES, RONDÔNIA"
2024-01-09,"NOVA MAMORÉ, RONDÔNIA"
2024-01-09,"GUAJARÁ-MIRIM, RONDÔNIA"
2024-01-09,"RODRIGUES ALVES, ACRE"
2024-01-09,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-01-09,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-09,"MANAUS, AMAZONAS"
2024-01-09,"LÁBREA, AMAZONAS"
2024-01-09,"BARCELOS, AMAZONAS"
2024-01-09,"PRESIDENTE FIGUEIREDO, AMAZONAS"
2024-01-09,"BOA VISTA, RORAIMA"
2024-01-09,"NORMANDIA, RORAIMA"
2024-01-09,"BONFIM, RORAIMA"
2024-01-09,"UIRAMUTÃ, RORAIMA"
2024-01-09,"PACARAIMA, RORAIMA"
2024-01-09,"CARACARAÍ, RORAIMA"
2024-01-09,"RORAINÓPOLIS, RORAIMA"
2024-01-09,"IRACEMA, RORAIMA"
2024-01-09,"AMAJARI, RORAIMA"
2024-01-09,"ALTO ALEGRE, RORAIMA"
2024-01-09,"VITÓRIA DO XINGU, PARÁ"
2024-01-09,"BREU BRANCO, PARÁ"
2024-01-09,"TAILÂNDIA, PARÁ"
2024-01-09,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-09,"ANAPU, PARÁ"
2024-01-09,"MOJU, PARÁ"
2024-01-09,"PACAJÁ, PARÁ"
2024-01-09,"SENADOR JOSÉ PORFÍRIO, PARÁ"
2024-01-09,"IPIXUNA DO PARÁ, PARÁ"
2024-01-09,"ALENQUER, PARÁ"
2024-01-09,"SANTARÉM, PARÁ"
2024-01-09,"ALTAMIRA DO MARANHÃO, MARANHÃO"
2024-01-09,"VITORINO FREIRE, MARANHÃO"
2024-01-09,"NOVA LACERDA, MATO GROSSO"
2024-01-09,"SANTA CRUZ DO XINGU, MATO GROSSO"
2024-01-09,"PONTES E LACERDA, MATO GROSSO"
2024-01-09,"BRASNORTE, MATO GROSSO"
2024-01-09,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-01-09,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-01-09,"COMODORO, MATO GROSSO"
2024-01-10,"BARCELOS, AMAZONAS"
2024-01-10,"BOA VISTA, RORAIMA"
2024-01-10,"NORMANDIA, RORAIMA"
2024-01-10,"BONFIM, RORAIMA"
2024-01-10,"CANTÁ, RORAIMA"
2024-01-10,"UIRAMUTÃ, RORAIMA"
2024-01-10,"PACARAIMA, RORAIMA"
2024-01-10,"CARACARAÍ, RORAIMA"
2024-01-10,"RORAINÓPOLIS, RORAIMA"
2024-01-10,"AMAJARI, RORAIMA"
2024-01-10,"ALTO ALEGRE, RORAIMA"
2024-01-10,"VITÓRIA DO XINGU, PARÁ"
2024-01-10,"IRITUIA, PARÁ"
2024-01-10,"BAIÃO, PARÁ"
2024-01-10,"ORIXIMINÁ, PARÁ"
2024-01-10,"BRASIL NOVO, PARÁ"
2024-01-10,"ULIANÓPOLIS, PARÁ"
2024-01-10,"MONTE ALEGRE, PARÁ"
2024-01-10,"NOVO REPARTIMENTO, PARÁ"
2024-01-10,"ÓBIDOS, PARÁ"
2024-01-10,"BREU BRANCO, PARÁ"
2024-01-10,"ALMEIRIM, PARÁ"
2024-01-10,"CAPITÃO POÇO, PARÁ"
2024-01-10,"TAILÂNDIA, PARÁ"
2024-01-10,"PORTO DE MOZ, PARÁ"
2024-01-10,"RONDON DO PARÁ, PARÁ"
2024-01-10,"JURUTI, PARÁ"
2024-01-10,"TOMÉ-AÇU, PARÁ"
2024-01-10,"ALTAMIRA, PARÁ"
2024-01-10,"ANAPU, PARÁ"
2024-01-10,"MOJU, PARÁ"
2024-01-10,"MEDICILÂNDIA, PARÁ"
2024-01-10,"PACAJÁ, PARÁ"
2024-01-10,"MARABÁ, PARÁ"
2024-01-10,"PRAINHA, PARÁ"
2024-01-10,"ITUPIRANGA, PARÁ"
2024-01-10,"DOM ELISEU, PARÁ"
2024-01-10,"SENADOR JOSÉ PORFÍRIO, PARÁ"
2024-01-10,"PARAGOMINAS, PARÁ"
2024-01-10,"IPIXUNA DO PARÁ, PARÁ"
2024-01-10,"MOJUÍ DOS CAMPOS, PARÁ"
2024-01-10,"ALENQUER, PARÁ"
2024-01-10,"SANTARÉM, PARÁ"
2024-01-10,"SANTA LUZIA DO PARÁ, PARÁ"
2024-01-10,"SANTA LUZIA, MARANHÃO"
2024-01-10,"ITAPECURU MIRIM, MARANHÃO"
2024-01-10,"CÂNDIDO MENDES, MARANHÃO"
2024-01-10,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-10,"AÇAILÂNDIA, MARANHÃO"
2024-01-10,"PEDRO DO ROSÁRIO, MARANHÃO"
2024-01-10,"GOVERNADOR NUNES FREIRE, MARANHÃO"
2024-01-10,"SANTA HELENA, MARANHÃO"
2024-01-10,"CARUTAPERA, MARANHÃO"
2024-01-10,"CENTRO NOVO DO MARANHÃO, MARANHÃO"
2024-01-10,"PAULO RAMOS, MARANHÃO"
2024-01-10,"IMPERATRIZ, MARANHÃO"
2024-01-10,"NOVA OLINDA DO MARANHÃO, MARANHÃO"
2024-01-10,"BOM JARDIM, MARANHÃO"
2024-01-10,"PONTES E LACERDA, MATO GROSSO"
2024-01-10,"BRASNORTE, MATO GROSSO"
2024-01-10,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-01-11,"BARCELOS, AMAZONAS"
2024-01-11,"BOA VISTA, RORAIMA"
2024-01-11,"NORMANDIA, RORAIMA"
2024-01-11,"BONFIM, RORAIMA"
2024-01-11,"CANTÁ, RORAIMA"
2024-01-11,"UIRAMUTÃ, RORAIMA"
2024-01-11,"PACARAIMA, RORAIMA"
2024-01-11,"CARACARAÍ, RORAIMA"
2024-01-11,"RORAINÓPOLIS, RORAIMA"
2024-01-11,"IRACEMA, RORAIMA"
2024-01-11,"AMAJARI, RORAIMA"
2024-01-11,"ALTO ALEGRE, RORAIMA"
2024-01-11,"VITÓRIA DO XINGU, PARÁ"
2024-01-11,"PORTEL, PARÁ"
2024-01-11,"BRASIL NOVO, PARÁ"
2024-01-11,"ULIANÓPOLIS, PARÁ"
2024-01-11,"AURORA DO PARÁ, PARÁ"
2024-01-11,"NOVO REPARTIMENTO, PARÁ"
2024-01-11,"BREU BRANCO, PARÁ"
2024-01-11,"CAPITÃO POÇO, PARÁ"
2024-01-11,"PORTO DE MOZ, PARÁ"
2024-01-11,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-11,"RURÓPOLIS, PARÁ"
2024-01-11,"MEDICILÂNDIA, PARÁ"
2024-01-11,"PACAJÁ, PARÁ"
2024-01-11,"DOM ELISEU, PARÁ"
2024-01-11,"SENADOR JOSÉ PORFÍRIO, PARÁ"
2024-01-11,"IPIXUNA DO PARÁ, PARÁ"
2024-01-11,"SANTA LUZIA DO PARÁ, PARÁ"
2024-01-11,"SERRANO DO MARANHÃO, MARANHÃO"
2024-01-11,"BURITICUPU, MARANHÃO"
2024-01-11,"PEDRO DO ROSÁRIO, MARANHÃO"
2024-01-12,"PORTO VELHO, RONDÔNIA"
2024-01-12,"SENA MADUREIRA, ACRE"
2024-01-12,"BRASILÉIA, ACRE"
2024-01-12,"BARCELOS, AMAZONAS"
2024-01-12,"BOA VISTA, RORAIMA"
2024-01-12,"NORMANDIA, RORAIMA"
2024-01-12,"BONFIM, RORAIMA"
2024-01-12,"CANTÁ, RORAIMA"
2024-01-12,"UIRAMUTÃ, RORAIMA"
2024-01-12,"PACARAIMA, RORAIMA"
2024-01-12,"CARACARAÍ, RORAIMA"
2024-01-12,"AMAJARI, RORAIMA"
2024-01-12,"ALTO ALEGRE, RORAIMA"
2024-01-12,"NOVO PROGRESSO, PARÁ"
2024-01-12,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-12,"PACAJÁ, PARÁ"
2024-01-12,"DOM ELISEU, PARÁ"
2024-01-12,"ELDORADO DO CARAJÁS, PARÁ"
2024-01-12,"SANTARÉM, PARÁ"
2024-01-12,"COLNIZA, MATO GROSSO"
2024-01-13,"RODRIGUES ALVES, ACRE"
2024-01-13,"CRUZEIRO DO SUL, ACRE"
2024-01-13,"BRASILÉIA, ACRE"
2024-01-13,"GUAJARÁ, AMAZONAS"
2024-01-13,"BARCELOS, AMAZONAS"
2024-01-13,"BOA VISTA, RORAIMA"
2024-01-13,"NORMANDIA, RORAIMA"
2024-01-13,"BONFIM, RORAIMA"
2024-01-13,"CANTÁ, RORAIMA"
2024-01-13,"UIRAMUTÃ, RORAIMA"
2024-01-13,"PACARAIMA, RORAIMA"
2024-01-13,"CARACARAÍ, RORAIMA"
2024-01-13,"RORAINÓPOLIS, RORAIMA"
2024-01-13,"CAROEBE, RORAIMA"
2024-01-13,"AMAJARI, RORAIMA"
2024-01-13,"ALTO ALEGRE, RORAIMA"
2024-01-13,"NOVA MARINGÁ, MATO GROSSO"
2024-01-13,"COMODORO, MATO GROSSO"
2024-01-14,"BRASILÉIA, ACRE"
2024-01-14,"BARCELOS, AMAZONAS"
2024-01-14,"BOA VISTA, RORAIMA"
2024-01-14,"NORMANDIA, RORAIMA"
2024-01-14,"BONFIM, RORAIMA"
2024-01-14,"CANTÁ, RORAIMA"
2024-01-14,"UIRAMUTÃ, RORAIMA"
2024-01-14,"PACARAIMA, RORAIMA"
2024-01-14,"CARACARAÍ, RORAIMA"
2024-01-14,"IRACEMA, RORAIMA"
2024-01-14,"AMAJARI, RORAIMA"
2024-01-14,"ALTO ALEGRE, RORAIMA"
2024-01-14,"MUCAJAÍ, RORAIMA"
2024-01-14,"ANAPU, PARÁ"
2024-01-14,"MOJU, PARÁ"
2024-01-14,"PACAJÁ, PARÁ"
2024-01-14,"FELIZ NATAL, MATO GROSSO"
2024-01-14,"PARANATINGA, MATO GROSSO"
2024-01-15,"SÃO PAULO DE OLIVENÇA, AMAZONAS"
2024-01-15,"SANTO ANTÔNIO DO IÇÁ, AMAZONAS"
2024-01-15,"BARCELOS, AMAZONAS"
2024-01-15,"BOA VISTA, RORAIMA"
2024-01-15,"NORMANDIA, RORAIMA"
2024-01-15,"BONFIM, RORAIMA"
2024-01-15,"CANTÁ, RORAIMA"
2024-01-15,"UIRAMUTÃ, RORAIMA"
2024-01-15,"PACARAIMA, RORAIMA"
2024-01-15,"CARACARAÍ, RORAIMA"
2024-01-15,"RORAINÓPOLIS, RORAIMA"
2024-01-15,"CAROEBE, RORAIMA"
2024-01-15,"IRACEMA, RORAIMA"
2024-01-15,"AMAJARI, RORAIMA"
2024-01-15,"ALTO ALEGRE, RORAIMA"
2024-01-15,"MUCAJAÍ, RORAIMA"
2024-01-15,"BAIÃO, PARÁ"
2024-01-15,"SANTA MARIA DAS BARREIRAS, PARÁ"
2024-01-15,"MONTE ALEGRE, PARÁ"
2024-01-15,"NOVO REPARTIMENTO, PARÁ"
2024-01-15,"BREU BRANCO, PARÁ"
2024-01-15,"RIO MARIA, PARÁ"
2024-01-15,"PORTO DE MOZ, PARÁ"
2024-01-15,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-15,"ANAPU, PARÁ"
2024-01-15,"MOJU, PARÁ"
2024-01-15,"PACAJÁ, PARÁ"
2024-01-15,"PRAINHA, PARÁ"
2024-01-15,"IPIXUNA DO PARÁ, PARÁ"
2024-01-15,"ALENQUER, PARÁ"
2024-01-15,"SANTARÉM, PARÁ"
2024-01-15,"SANTA CRUZ DO XINGU, MATO GROSSO"
2024-01-15,"NOVA UBIRATÃ, MATO GROSSO"
2024-01-15,"BRASNORTE, MATO GROSSO"
2024-01-15,"FELIZ NATAL, MATO GROSSO"
2024-01-15,"COLÍDER, MATO GROSSO"
2024-01-15,"PORTO DOS GAÚCHOS, MATO GROSSO"
2024-01-15,"PARANATINGA, MATO GROSSO"
2024-01-15,"NOVA MARINGÁ, MATO GROSSO"
2024-01-15,"MARCELÂNDIA, MATO GROSSO"
2024-01-15,"CLÁUDIA, MATO GROSSO"
2024-01-15,"SORRISO, MATO GROSSO"
2024-01-15,"GAÚCHA DO NORTE, MATO GROSSO"
2024-01-16,"CANDEIAS DO JAMARI, RONDÔNIA"
2024-01-16,"LÁBREA, AMAZONAS"
2024-01-16,"APUÍ, AMAZONAS"
2024-01-16,"BARCELOS, AMAZONAS"
2024-01-16,"BOA VISTA, RORAIMA"
2024-01-16,"NORMANDIA, RORAIMA"
2024-01-16,"BONFIM, RORAIMA"
2024-01-16,"CANTÁ, RORAIMA"
2024-01-16,"UIRAMUTÃ, RORAIMA"
2024-01-16,"PACARAIMA, RORAIMA"
2024-01-16,"CARACARAÍ, RORAIMA"
2024-01-16,"AMAJARI, RORAIMA"
2024-01-16,"ALTO ALEGRE, RORAIMA"
2024-01-16,"PARAUAPEBAS, PARÁ"
2024-01-16,"VITÓRIA DO XINGU, PARÁ"
2024-01-16,"PORTEL, PARÁ"
2024-01-16,"BAIÃO, PARÁ"
2024-01-16,"BRASIL NOVO, PARÁ"
2024-01-16,"ULIANÓPOLIS, PARÁ"
2024-01-16,"MONTE ALEGRE, PARÁ"
2024-01-16,"NOVO REPARTIMENTO, PARÁ"
2024-01-16,"JACUNDÁ, PARÁ"
2024-01-16,"URUARÁ, PARÁ"
